Tair	Tleaf	VPA	CO2	PAR	WS	Rabs	Psoil	Area	LaBa	Vcmax	Jmax	Ci	A	E	Pleaf	Ktree	Etree
33.00405	33.705375	3.39501202272743	19.99685	1099.975	3	382.381694974155	0.455	6.95E-05	2648	50.968269771	68.3763893113	122.237728660108	2.06394588605107	0.0102	1.24	779.371	528.345323741007
32.80205	31.714225	3.39501202272743	19.99815	1100	3	382.356695609098	0.637	8.26E-05	5663	96.578299121	202.986721385	150.206839052236	3.64304734387704	0.0102	1.378	900.488	444.55205811138
32.200375	30.96465	2.6445881468796	39.9958	1100.0375	3	382.373426483747	0.877	0.000158733594	5663	54.9466000838	107.505245377333	283.632490396614	15.3589773247196	0.0246	1.413	2885.561	557.915925471958
32.318675	32.015375	2.65915548856013	39.99465	1100.0575	3	382.37987494355	0.951	0.0001083790625	5663	69.8403720418334	128.279780175	258.683778970193	10.9129623533419	0.0232	1.368	2928.476	770.628551986229
32.816375	32.4557	2.7404282517178	39.994325	1100.1425	3	382.407446147528	0.489	9.52E-05	2648	12.794358815713	24.0039132657592	125.833724503754	3.64796756508122	0.0071	0.715	900.488	268.54870135427
32.614375	32.528425	2.71904856576579	39.996825	1100.1075	3	382.366715212428	0.907	0.000181519161	5663	67.3157540269	126.115594155	242.324462914379	10.8604787457368	0.0205	1.174	1697.044	406.568648694889
32.54835	31.473625	2.7156288897967	39.997625	1099.94	3	382.339345944836	0.956	0.000223143786	5663	65.1445805211424	122.198165344969	289.737758471776	13.2735454656051	0.0235	1.25	1530.866	379.127743221136
32.513075	31.2061	2.69353953675574	39.998925	1099.955	3	382.345032490661	0.614	0.0002276664065	5663	75.4563686530969	141.540115052965	308.152115717248	12.8162270058276	0.033	1.296	992.517	521.816116072443
30.976575	30.9558	2.6880160280917	39.844625	398.44625	3	382.346723125489	0.964	0.000147337435	5663	64.6177687721143	118.730428374071	240.656126408469	13.2222017951701	0.0104	-9999	2928.476	254.110572781452
31.246475	30.647525	2.73358899470657	39.9413	399.413	3	382.356041713007	0.589	8.26E-05	5663	96.578299121	202.986721385	259.264648205268	14.9434012276746	0.011	-9999	900.488	479.215445897992
31.7604	32.32325	2.80523463836572	39.9979	399.979	3	382.336131125006	1.053	0.000181519161	5663	67.3157540269	126.115594155	197.396813109429	9.07001068939918	0.0136	-9999	1697.044	269.723591329292
31.8586	31.7796	2.83834158263191	39.993825	399.93825	3	382.330773590042	1.128	0.000223143786	5663	65.1445805211424	122.198165344969	267.123459725218	9.67684941171327	0.0153	-9999	1530.866	246.836360480144
31.966175	32.2877	2.84698309852051	39.996975	399.96975	3	382.339023112789	1.514	0.0002276664065	5663	75.4563686530969	141.540115052965	194.013903813409	12.4407027929058	0.0102	-9999	992.517	161.288617695119
31.465325	32.181425	2.75931117953254	40.00385	400.0385	3	382.346282236193	0.919	0.0001083790625	5663	69.8403720418334	128.279780175	167.7665166995	6.04187836933571	0.0077	1.048	2885.561	255.768959064395
31.867275	32.934	2.82905005433363	40.004525	400.04525	3	382.348185807521	1.037	0.000147337435	5663	64.6177687721143	118.730428374071	115.408934499921	3.45765321686283	0.0052	1.213	2928.476	127.055286390726
32.15035	32.95215	2.87772846057848	39.9994	399.994	3	382.32667247007	0.965	8.26E-05	5663	96.578299121	202.986721385	172.058340550429	5.93593337470648	0.0039	1.321	900.488	169.903658091106
32.774975	33.6033	2.97449657508416	39.99675	399.9675	3	382.396230670813	1.012	0.000181519161	5663	67.3157540269	126.115594155	186.139999271803	4.75479848368292	0.005	1.173	1697.044	99.1630850475339
33.0316	33.15775	3.02874171683096	40.002575	400.02575	3	382.335166335193	0.978	0.000223143786	5663	65.1445805211424	122.198165344969	206.004352722204	4.81662122759372	0.0061	1.213	1530.866	98.4118822829331
33.0466	33.627025	3.04232276588562	39.99815	399.9815	3	382.365312633676	1.659	0.0002276664065	5663	75.4563686530969	141.540115052965	163.392201255771	2.27395872696485	0.0056	1.712	992.517	88.5506136365358
33.06155	34.348825	3.03486732085989	39.992	399.92	3	382.313199551713	1.043	0.000147337435	5663	64.6177687721143	118.730428374071	221.851764774207	0.524878587953033	0.0012	-9999	2928.476	29.3204507055522
33.1693	33.67845	3.0535616658949	39.988375	399.88375	3	382.356994536687	1.128	8.26E-05	5663	96.578299121	202.986721385	127.366834076852	3.39625007702904	0.0033	-9999	900.488	143.764633769398
33.4413	34.11225	3.10702933905212	39.99685	399.9685	3	382.3749100524	1.123	0.000181519161	5663	67.3157540269	126.115594155	167.46012939059	3.34885043958462	0.004	-9999	1697.044	79.3304680380271
33.579825	34.165725	3.12707304181381	39.996725	399.96725	3	382.354302016475	1.097	0.000223143786	5663	65.1445805211424	122.198165344969	170.89902085144	3.51383003143984	0.0049	-9999	1530.866	79.0521677354708
33.6123	34.686625	3.13275500445572	39.99935	399.9935	3	382.314043018267	1.762	0.0002276664065	5663	75.4563686530969	141.540115052965	115.734565592176	1.58670222164979	0.0032	-9999	992.517	50.600350649449
30.862375	32.2502	2.66890320028009	39.99115	399.9115	3	382.346413615058	0.864	0.000147337435	5663	64.6177687721143	118.730428374071	76.8889914934519	1.73904337237969	0.0024	1.132	2928.476	58.6409014111044
31.904075	33.3826	2.83493212447242	39.994875	399.94875	3	382.330044940702	1.054	8.26E-05	5663	96.578299121	202.986721385	83.1646579344662	2.23393916485493	0.0015	1.325	900.488	65.3475608042716
32.413875	33.378575	2.91886932036279	39.995425	399.95425	3	382.396343327392	1.015	0.000181519161	5663	67.3157540269	126.115594155	124.006635471245	1.93124611237581	0.0014	1.252	1697.044	27.7656638133095
32.565	33.373575	2.95017986390116	39.9994	399.994	3	382.391601373363	1.098	0.000223143786	5663	65.1445805211424	122.198165344969	138.240009490903	2.84805110880406	0.0018	1.307	1530.866	29.0395718211934
32.708325	32.65425	2.97707063039309	40.00075	400.0075	3	382.355114180594	2.293	0.0002276664065	5663	75.4563686530969	141.540115052965	399.738067962156	0.194170080638808	0.0024	2.579	992.517	37.9502629870868
30.406275	30.58505	3.25401525792653	40.00925	1099.9875	3	382.354325230194	0.877	0.000158733594	5663	54.9466000838	107.505245377333	272.055170818118	16.6761291389609	0.0197	1.309	1292.925	446.786330560877
30.969725	31.11235	3.34303792653156	39.99905	1100	3	382.360019404056	0.851	0.0001083790625	5663	69.8403720418334	128.279780175	287.888540654463	12.302230681173	0.0218	1.052	2885.561	724.125104883612
31.3801	31.384425	3.08835297381512	40.00055	1099.9625	3	382.347721896834	0.489	9.52E-05	2648	12.794358815713	24.0039132657592	312.666017256355	2.2468717027671	0.0063	0.789	1160.364	238.289692750972
31.869425	32.574525	3.26330272793653	39.995825	1100.005	3	382.356958218213	0.757	0.000181519161	5663	67.3157540269	126.115594155	226.950279790646	7.52682866260468	0.0146	0.89	1697.044	289.556208338799
32.02995	31.588425	3.50049334952752	40.00005	1099.9375	3	382.396421684009	0.756	0.000223143786	5663	65.1445805211424	122.198165344969	298.908817178012	13.6404292942578	0.0201	1.03	1530.866	324.275218669993
32.05465	31.584775	3.50177951076721	40.000375	1100.015	3	382.366746090829	0.614	0.0002276664065	5663	75.4563686530969	141.540115052965	279.061717210741	16.2458414589374	0.0325	1.023	992.517	513.909811283467
32.150325	31.236	3.15505926629519	40.0011	1100.095	3	382.306316473479	0.877	0.000158733594	5663	54.9466000838	107.505245377333	288.450187719592	18.7250774818314	0.0227	-9999	1292.925	514.824858057457
32.201225	31.76875	3.12988871622497	39.99425	1099.96	3	382.316571765468	0.851	0.0001083790625	5663	69.8403720418334	128.279780175	284.60508730436	12.9285781534604	0.0217	-9999	2885.561	720.803430090568
32.456725	32.945825	3.1698111148042	39.993625	1099.9725	3	382.348144289129	0.489	9.52E-05	2648	12.794358815713	24.0039132657592	245.913858639337	3.1386561536683	0.0074	-9999	1160.364	279.895829580507
32.5438	32.434125	3.20218583032413	39.999325	1100.0725	3	382.359312963101	0.757	0.000181519161	5663	67.3157540269	126.115594155	250.319149233734	13.8406811917255	0.0196	-9999	1697.044	388.719293386333
32.4551	31.8269	3.18538950361197	40.003075	1100.005	3	382.36032818507	0.756	0.000223143786	5663	65.1445805211424	122.198165344969	303.43964951423	12.7607231987233	0.023	-9999	1530.866	371.061195493026
32.521525	32.09205	3.18994234535521	39.99775	1099.995	3	382.38816202599	0.614	0.0002276664065	5663	75.4563686530969	141.540115052965	258.76044746409	17.3951656822442	0.0331	-9999	992.517	523.397377030238
32.200375	30.96465	2.6445881468796	39.9958	1100.0375	3	382.373426483747	0.877	0.000158733594	5663	54.9466000838	107.505245377333	283.632490396614	15.3589773247196	0.0246	1.413	1292.925	557.915925471958
32.318675	32.015375	2.65915548856013	39.99465	1100.0575	3	382.37987494355	0.851	0.0001083790625	5663	69.8403720418334	128.279780175	258.683778970193	10.9129623533419	0.0232	1.368	2885.561	770.628551986229
32.816375	32.4557	2.7404282517178	39.994325	1100.1425	3	382.407446147528	0.489	9.52E-05	2648	12.794358815713	24.0039132657592	125.833724503754	3.64796756508122	0.0071	0.715	1160.364	268.54870135427
32.614375	32.528425	2.71904856576579	39.996825	1100.1075	3	382.366715212428	0.757	0.000181519161	5663	67.3157540269	126.115594155	242.324462914379	10.8604787457368	0.0205	1.174	1697.044	406.568648694889
32.54835	31.473625	2.7156288897967	39.997625	1099.94	3	382.339345944836	0.756	0.000223143786	5663	65.1445805211424	122.198165344969	289.737758471776	13.2735454656051	0.0235	1.25	1530.866	379.127743221136
32.513075	31.2061	2.69353953675574	39.998925	1099.955	3	382.345032490661	0.614	0.0002276664065	5663	75.4563686530969	141.540115052965	308.152115717248	12.8162270058276	0.033	1.296	992.517	521.816116072443
32.38925	31.353675	2.39082838723074	40.002875	1100.0625	3	382.353872745304	0.877	0.000158733594	5663	54.9466000838	107.505245377333	267.217036437831	17.1106074366068	0.0256	-9999	1292.925	580.595434637485
32.473625	32.0873	2.17608167753266	39.993075	1099.9175	3	382.361582733742	0.851	0.0001083790625	5663	69.8403720418334	128.279780175	266.103843748182	9.87987033252352	0.0232	-9999	2885.561	770.628551986229
32.87375	33.668225	2.2592475118075	39.990025	1099.9975	3	382.358346424609	0.489	9.52E-05	2648	12.794358815713	24.0039132657592	293.955301471521	1.57586207424415	0.008	-9999	1160.364	302.590086032981
33.009825	32.323675	2.27929158744573	39.9961	1100.0025	3	382.363326081446	0.757	0.000181519161	5663	67.3157540269	126.115594155	239.494515021652	13.1513051051283	0.0187	-9999	1697.044	370.869938077777
33.148375	32.544425	2.28387186505935	39.995675	1099.9975	3	382.362158092832	0.756	0.000223143786	5663	65.1445805211424	122.198165344969	257.106517471751	11.8349927295048	0.0224	-9999	1530.866	361.381338219295
33.06275	32.23615	2.2828765650354	39.9946	1100.065	3	382.327035268661	0.614	0.0002276664065	5663	75.4563686530969	141.540115052965	252.217469059005	13.5424656587877	0.0342	-9999	992.517	540.791247565987
33.473525	32.833675	2.32667334892851	39.99885	1099.965	3	382.382549660928	0.877	0.000158733594	5663	54.9466000838	107.505245377333	256.892559160201	14.3200508739953	0.0265	1.487	1292.925	601.006992886459
33.870525	33.891425	2.09746845748805	39.997825	1099.96	3	382.346694409269	0.851	0.0001083790625	5663	69.8403720418334	128.279780175	257.936276864604	7.71698055785339	0.024	1.378	2885.561	797.201950330582
34.604	35.571225	1.88580351899548	39.9943	1100.0275	3	382.36935309535	0.489	9.52E-05	2648	12.794358815713	24.0039132657592	311.621685639177	1.36551879609995	0.0099	0.795	1160.364	374.455231465813
34.971375	35.1201	2.14639066996375	39.996825	1099.855	3	382.312340498895	0.757	0.000181519161	5663	67.3157540269	126.115594155	213.150170175293	9.82098833442934	0.0186	1.186	1697.044	368.886676376826
35.1713	34.753525	2.16642437540083	40.0005	1100.0275	3	382.371851636547	0.756	0.000223143786	5663	65.1445805211424	122.198165344969	242.180734198064	8.47971281093339	0.024	1.254	1530.866	387.194290949245
35.412225	34.982875	2.16325376687095	39.994875	1099.995	3	382.358315233632	0.614	0.0002276664065	5663	75.4563686530969	141.540115052965	212.121502904033	9.89446681698222	0.0352	1.281	992.517	556.603857143939
